GridParameterBlock: Parameter 'tolerance' not specified, defaulting to `1e-08'!

Created serial ALUGrid<2,2,simplex,conforming> from macro grid file '../problem/cube01.dgf.

56	  0.2  		 0.955316 	 -1 		 2.39452 	 -1 		 
208	  0.111111  		 0.0809882 	 4.19836 		 1.83208 	 0.455491 		 
800	  0.0588235  		 0.0179321 	 2.37066 		 0.991836 	 0.964873 		 
3136	  0.030303  		 0.00452923 	 2.07455 		 0.504006 	 1.02062 		 
12416	  0.0153846  		 0.00113776 	 2.03795 		 0.252979 	 1.01682 		 
49408	  0.00775194  		 0.00028482 	 2.02059 		 0.12661 	 1.00987 		 
197120	  0.00389105  		 7.12292e-05 	 2.01077 		 0.0633203 	 1.00529 		 
787456	  0.00194932  		 1.78088e-05 	 2.00551 		 0.031662 	 1.00273 		 
